Property Reference Number,Full Property Address,Primary Liable party name,Analysis Code,Account Start Date,Current Rateable Value
177511935910,"Little Sunbeams Pre-School, Mayfield School, Mayfield Road, Portsmouth, PO2 0RH",Trustees Of Little Sunbeams Pre School,EN1,30/11/2017,10000
177509903810,"Northern Parade Bowling Club, Northern Parade, Portsmouth, PO2 9PB",Trustees Of Northern Parade Bowling Association,LX,01/04/2013,4050
177512065710,"Storage Compound, Alexandra Park, Northern Parade, Portsmouth, PO2 9QA",Trustees Of Pickwick Youth Football Club,IX,09/09/2014,2325
177503479110,"17-18, The Hard, Portsmouth, PO1 3DU",Trustees Of The Creation Science Movement,CS,28/02/1995,29250
177503197410,"Clubhouse, Goldsmith Avenue, Southsea, Hants, PO4 0AW",Trustees Of The Portsmouth Railway Rifle Club,LX,14/08/2013,8800
177500312110,"3, Arundel Street, Portsmouth, PO1 1NB",Tsb Bank Plc,CS,01/07/1991,42750
177509934310,"Suite 007, Technopole, Kingston Crescent, Portsmouth, PO2 8FA",Tsi Inc,CO,01/10/2020,3650
177504764210,"Unit 23, Gunners Building, Limberline Road, Portsmouth, PO3 5BJ",Tuco Developments Ltd,IF3,31/10/2003,7300
177504765410,"Units 8c, Culverin Square, Limberline Road, Portsmouth, PO3 5BU",Tuco Developments Ltd,IF3,31/10/2003,6600
177504948810,"162, London Road, Portsmouth, PO2 9DJ",Tudor Carpets Ltd,CS,01/04/1990,21500
177502309010,"Club House, Eastern Road, Portsmouth, PO3 5LY",Tudor Sailing Club,CL2,01/08/1991,10750
177504938610,"72-74, London Road, Portsmouth, PO2 0LN",Tui Uk Ltd,CS,01/04/1990,17000
177510212710,"Tulip Inn, Binnacle Way, Portsmouth, PO6 4FB",Tulip Inn Portsmouth Ltd,CH,15/11/2004,340000
177509684810,"157-159, Albert Road, Southsea, Hants, PO5 2SQ",Tully&Co (Estate&Letting Agency) Ltd,CS,04/06/2002,17250
177506967710,"Unit 1a, Kemsley House, Rodney Road, Southsea, PO4 8SY",Twc Group Limited,IF3,01/04/2018,10000
177500077210,"2a, Albert Road, Southsea, Hants, PO5 2SH",Tweedy Clothing Ltd,CS,22/09/2020,7500
177502981210,"115, Fratton Road, Portsmouth, PO1 5AJ",Twinkle Cottage Day Nursery Ltd,EN1,29/10/2010,24500
177501281210,"34, Chichester Road, Portsmouth, PO2 0AD",Twinkle Star Day Nursery Ltd,EN1,01/04/2021,24500
177502726610,"81, Fawcett Road, Southsea, Hants, PO4 0DB",Two Brothers Kebab Ltd,CS,01/11/2020,6100
177500105510,"188, Albert Road, Southsea, Hants, PO4 0JT",Two Colouring And Hair Design Studio Ltd,CS,29/07/2016,7200
177506240410,"7, Outram Road, Southsea, Hants, PO5 1QP",Two Saints Ltd,CO,24/12/2019,670
177504766910,"Unit 26, Limberline Industrial Estate, Limberline Spur, Portsmouth, PO3 5DZ",Twyford Homes Ltd,IF3,07/04/2013,6500
177506948210,"Swallow House, Robinson Way, Portsmouth, PO3 5SA",Ty Uk Limited,CW,23/11/2015,141000
177502463810,"69, Elm Grove, Southsea, Hants, PO5 1JF",U K M C Pro Limited,CS,01/04/2017,11750
177510715910,"Unit 7, The Partnership Business Park, Rodney Road, Portsmouth, Hants, PO4 8DF",U K M C Pro Limited,IF3,01/09/2020,21000
177509871710,"S08, Central Square South Building, Gunwharf Quays, Portsmouth, PO1 3TW",Ua Uk Retail Ltd,CS,29/02/2016,146000
177511791810,"Uk Border Agency, Portsmouth International Port, Wharf Road, Portsmouth, PO2 8SP",Uk Border Agency,COW,05/08/2009,129000
177503827710,"Ground Floor, 30, High Street, Cosham, Portsmouth, PO6 3BZ",Uk Fone Retailer Limited,CS,17/09/2018,7700
17751077110,"Unit 101, The Canalside, Gunwharf Quays, Portsmouth, PO1 3FA",Uk Hairdressers 2019 Ltd,CS,07/12/2019,41000
177510164310,"Suite 310, Technopole, Kingston Crescent, Portsmouth, PO2 8FA",Uk Hygienist Ltd,CO,01/09/2021,2900
177510781111,"Unit 12 Explorer, Voyager Park, Portfield Road, Portsmouth, PO3 5FL",Uk Plumbing Supplies Ltd,CW,15/11/2007,29000
177507395120,"Unit 217, Victory Business Centre, Somers Road North, Portsmouth, PO1 1PJ",Ultimate Care Agency Ltd,CW3,01/02/2021,2400
177511874710,"2a, Old Reservoir Road, Portsmouth, PO6 1SU",Under 1 Roof Ltd,CW1,01/12/2013,5800
177501623910,"315, Commercial Road, Portsmouth, PO1 4BS",Undercover Skatepark Project Community Interest Company,CS9,18/06/2021,865000
177506505910,"1, The Quarterdeck, 1-2, Port Way, Portsmouth, PO6 4TP",Unilever Uk Pension Fund Trustees Ltd,CO,22/11/2021,19000
177506515910,"10, The Boardwalk, Port Solent, Portsmouth, PO6 4TP",Unilever Uk Pension Fund Trustees Ltd,CS,22/11/2021,11750
177506516310,"21, The Boardwalk, Port Solent, Portsmouth, PO6 4TP",Unilever Uk Pension Fund Trustees Ltd,CR,10/03/2021,50000
177506516410,"26, The Boardwalk, Port Solent, Portsmouth, PO6 4TP",Unilever Uk Pension Fund Trustees Ltd,CS,05/11/2019,12000
177506524410,"8-9, The Boardwalk, Port Solent, Portsmouth, PO6 4TP",Unilever Uk Pension Fund Trustees Ltd,CS,22/11/2021,14000
177510703910,"20a, The Boardwalk, Port Solent, Portsmouth, PO6 4TP",Unilever Uk Pension Fund Trustees Ltd,CO,09/06/2006,7300
177510704010,"20b, The Boardwalk, Port Solent, Portsmouth, PO6 4TP",Unilever Uk Pension Fund Trustees Ltd,CO,16/11/2021,22250
177511819910,"Activities Centre, The Board Walk, Port Solent, Portsmouth, PO6 4TP",Unilever Uk Pension Fund Trustees Ltd,CX,01/04/2011,850
177511981310,"Unit 3, The Trading Post, 16 - 18, The Boardwalk, Port Solent, Portsmouth, PO6 4TP",Unilever Uk Pension Fund Trustees Ltd,CS,01/11/2021,3250
177511981810,"Unit 8, The Trading Post, 16 - 18, The Boardwalk, Port Solent, Portsmouth, PO6 4TP",Unilever Uk Pension Fund Trustees Ltd,CS,01/12/2021,3500
177512067110,"Units 12-14, The Boardwalk, Port Solent, Portsmouth, PO6 4TP",Unilever Uk Pension Fund Trustees Ltd,CS,08/12/2021,17500
177511967310,"10, Old London Road, Portsmouth, PO2 9RS",Unite The Union,CO,27/08/2013,53000
177511758710,"Pol Garage , Heathfield Road, Portsmouth, PO2 8AG",United Car Centre Ltd,CX,01/08/2013,5100
177500192610,"Castle View Academy, Allaway Avenue, Paulsgrove, Portsmouth, PO6 4QP",United Learning Trust,EL,01/03/2018,285000
177501244420,"Beacon View Primary Academy, Allaway Avenue, Portsmouth, PO6 3PS",United Learning Trust,EL,01/01/2013,129000
177511690010,"Victory Primary Academy , Allaway Avenue, Portsmouth, PO6 4QP",United Learning Trust,EL,01/09/2013,135000
177506676510,"Ground Floor, 13, Queen Street, Portsmouth, PO1 3HL",Universal Healthy Limited,CS,03/02/2020,4450
177505800410,"Unit C1, Nevil Shute Road, Portsmouth, PO3 5RX",Universal Smart Cards Limited,CW,27/09/2018,29250
177502146610,"Highbury Primary School, Dovercourt Road, Portsmouth, PO6 2RZ",University Of Chichester (Multi) Academy Trust,EL,01/07/2017,65500
177503986810,"Court Lane Junior School, Hilary Avenue, Portsmouth, PO6 2PP",University Of Chichester (Multi) Academy Trust,EL,01/09/2016,71000
177503987010,"Court Lane Infant School, Hilary Avenue, Portsmouth, PO6 2PP",University Of Chichester (Multi) Academy Trust,EL,01/09/2016,70500
177505972010,"Stamshaw Infant Academy, North End Avenue, Portsmouth, PO2 8NW",University Of Chichester (Multi) Academy Trust,EL,01/04/2019,43750
177507943110,"Stamshaw Junior School, Tipner Road, Portsmouth, PO2 8QH",University Of Chichester (Multi) Academy Trust,EL,01/04/2019,66500
177511974710,"Arundel Court Primary Academy & Nursery, Northam Street, Portsmouth, PO1 1JE",University Of Chichester (Multi) Academy Trust,EL,01/05/2017,157000
177500951710,"Milldam, Burnaby Road, Portsmouth, PO1 3AS",University Of Portsmouth,EU,01/04/1990,142000
177502226010,"3 Terminus Industrial Estate, Durham Street, Portsmouth, PO1 1NR",University Of Portsmouth,CW,06/07/1995,9300
177502799410,"Eastney Trials Station, Ferry Road, Southsea, Hants, PO4 9LY",University Of Portsmouth,EU,01/03/1996,70500
177503059010,"Qeqm Hall, Furze Lane, Southsea, Hants, PO4 8LW",University Of Portsmouth,EU,01/04/1990,111000
177503463910,"1-2, Hampshire Terrace, Portsmouth, PO1 2QF",University Of Portsmouth,CO,09/06/1995,36500
177503468311,"Wiltshire Building, Hampshire Terrace, Portsmouth, PO1 2BU",University Of Portsmouth,EU,01/04/2005,57500
177503468410,"Mercantile House, Hampshire Terrace, Portsmouth, PO1 2EG",University Of Portsmouth,EU,01/04/1990,127000
177503844010,"St Georges Building, 141, High Street, Portsmouth, PO1 2HY",University Of Portsmouth,EU,18/01/1999,216000
177504819510,"Anglesea Site, Lion Terrace, Portsmouth, PO1 3AS",University Of Portsmouth,EU,01/04/1995,1140000
177505725710,"Ravelin House, Museum Road, Portsmouth, PO1 2QQ",University Of Portsmouth,EU,01/04/1990,655000
177506547710,"University Of Portsmouth, Port Royal Street, Southsea, Hants, PO5 4NP",University Of Portsmouth,CW,14/10/1994,39000
177508728510,"Eldon Building, Winston Churchill Avenue, Portsmouth, PO1 2DJ",University Of Portsmouth,EU,01/04/1993,570000
177508728910,"University House, Winston Churchill Avenue, Portsmouth, PO1 2DH",University Of Portsmouth,CO,01/01/1992,175000
177509019810,"Innovation Centre, Building 1-2, Main Road, Hm Naval Base, Portsmouth, PO1 3PX",University Of Portsmouth,CO,20/11/2015,10500
177509035710,"Park, King Henry & St Michaels Buildings, King Henry 1 Street, Portsmouth, PO1 2DZ",University Of Portsmouth,EU,01/04/1990,1090000
177509296710,"Sports Hall, St Pauls Road, Southsea, Hants, PO5 4AQ",University Of Portsmouth,EU,01/04/1995,64000
177509702410,"Student Union, Cambridge Road, Portsmouth, PO1 2ST",University Of Portsmouth,CL2,12/08/2002,90000
177509702510,"Unit 1, Student Union, Cambridge Road, Portsmouth, PO1 2ST",University Of Portsmouth,CS,10/03/2018,36250
177509777310,"36-40, Middle Street, Southsea, Hants, PO5 4BP",University Of Portsmouth,IF3,21/11/2005,24250
177509777410,"Second Floor, 36-40, Middle Street, Southsea, Hants, PO5 4BP",University Of Portsmouth,CO,21/11/2005,3100
177509898810,"Car Spaces, 78-82, Wiltshire Street, Portsmouth, PO5 4AH",University Of Portsmouth,CP1,16/09/2011,1750
177509898910,"Car Spaces, 94-95, Wiltshire Street, Portsmouth, PO5 4AH",University Of Portsmouth,CP1,16/09/2011,700
177509899010,"Car Spaces, 96-97, Wiltshire Street, Portsmouth, PO5 4AH",University Of Portsmouth,CP1,16/09/2011,700
177509899110,"Car Spaces, 91-92, Wiltshire Street, Portsmouth, PO5 4AH",University Of Portsmouth,CP1,16/09/2011,700
177509899210,"Car Spaces, 85-87, Wiltshire Street, Portsmouth, PO5 4AH",University Of Portsmouth,CP1,16/09/2011,1050
177509899310,"Car Spaces 31, 99-103, Wiltshire Street, Portsmouth, PO5 4AH",University Of Portsmouth,CP1,16/09/2011,2100
177509899410,"Car Spaces, 32-77 83 88-90 93 98 104 105, 3-30, Wiltshire Street, Portsmouth, PO5 4AH",University Of Portsmouth,CP,16/09/2011,29500
177510110610,"Suite 202, Technopole, Kingston Crescent, Portsmouth, PO2 8FA",University Of Portsmouth,CO,06/11/2019,9800
177510134710,"The Richmond Building, Portland Street, Portsmouth, PO1 3DE",University Of Portsmouth,EU,01/04/2010,113000
177510519210,"St Andrews Court, St Michaels Road, Portsmouth, PO1 2PR",University Of Portsmouth,CO,01/10/2012,420000
177510678100,"Expert Centre, 2, King Richard 1st Road, Portsmouth, Hants, PO1 2FR",University Of Portsmouth,EU,03/07/2006,140000
177511193010,"Highbury City Of Portsmouth Centre, Winston Churchill Avenue, Portsmouth, PO1 2DH",University Of Portsmouth,EL1,02/08/2018,310000
177511618810,"Units 3 - 4, Student Union, Cambridge Road, Portsmouth, PO1 2ST",University Of Portsmouth,CS,28/09/2009,15500
177511677710,"Nuffield Spinnaker Site, Cambridge Road, Portsmouth, PO1 2ER",University Of Portsmouth,EU,01/04/2010,302500
177512117410,"University Of Portsmouth , White Swan Building , 1, White Swan Road , Portsmouth, PO1 2GA",University Of Portsmouth,EX,01/09/2015,111000
177501341710,"Cottage Grove Infant, Chivers Close, Southsea, Hants, PO5 1HG",University Of Portsmouth Academy Trust,EL,01/01/2022,73000
177502389110,"Milton Park Primary School, Eastney Road, Southsea, Hants, PO4 8ET",University Of Portsmouth Academy Trust,EL,01/01/2022,66000
177510162111,"149, Fratton Road, Portsmouth, PO1 5EP",Univilla Limited,CS,16/03/2018,48500
177509759320,"B2, Mountbatten Business Park, Jackson Close, Portsmouth, PO6 1US",Upvc Distributors Ltd,CW,01/01/2008,18750
177502480010,"173, Elm Grove, Southsea, Hants, PO5 1LU",Urban Flavours Ltd,CS,10/02/2020,9500
177504767120,"Unit 28, Limberline Industrial Estate, Limberline Spur, Portsmouth, PO3 5DZ",Urban Island Brewing Company Ltd,CW,18/07/2018,7000
177509058920,"2, Market Way, Portsmouth, PO1 4BX",Urban Metro Gym Limited,CS,02/05/2014,9700
177506322310,"81-83, Palmerston Road, Southsea, Hants, PO5 3PP",Urban Village Pub Company Limited,CL,15/05/2017,55500
177511454810,"Suite G13 East Wing, 1000 Lakeside, Western Road, Portsmouth, PO6 3EN",Urbanrbx Limited,CO,01/09/2021,1125
177507273810,"Unit 15, Challenge Enterprise Centre, Sharps Close, Portsmouth, PO3 5RJ",Urbond,CO,01/08/2021,4250
177503828310,"First Floor, 56c, High Street, Cosham, Portsmouth, PO6 3AG",Utrasound Direct Portsmouth,MH,01/09/2020,5800
177501623310,"1, Sovereign Gate, 308, Commercial Road, Portsmouth, PO1 4BT",V3 Recruitment  Ltd,CO,26/05/2006,16750
177511946320,"Suite 212 Central Wing, 1000 Lakeside, Western Road, Portsmouth, PO6 3EN",Vail Williams Llp,CO,01/10/2018,33000
177500056510,"20, Fairway Business Centre, Airport Service Road, Portsmouth, PO3 5NU",Vale Southern Construction Limited,IF,12/11/2013,16000
177509929210,"Unit 5, Skill Centre, Limberline Spur, Portsmouth, PO3 5LF",Valna Ltd,IF3,01/04/2003,26500
177590028610,"106, Fratton Road, Portsmouth, PO1 5BZ",Vanilla  Moon Ltd,CS,10/05/2014,7300
177501623510,"3, Sovereign Gate, 308, Commercial Road, Portsmouth, PO1 4BT",Vanni Properties Ltd,CO,06/08/2021,9300
177590122710,"5, Sovereign Gate, 308, Commercial Road, Portsmouth, PO1 4BT",Vanni Properties Ltd,CO,29/10/2021,11500
177500085910,"Ground Floor, 52, Albert Road, Southsea, Hants, PO5 2SJ",Vape Shop(Southsea)Ltd,CS,07/01/2010,5800
177502980310,"102, Fratton Road, Portsmouth, PO1 5BZ",Vapertrails Portsmouth Ltd,CS,03/08/2015,7100
177501884410,"11, Crasswell Street, Portsmouth, PO1 1HA",Vapouriz Limited,CS,01/12/2021,13500
177511948410,"100 - 102, Clarendon Road, Southsea, PO4 0SD",Vault 108 Ltd,CO,20/04/2017,10250
177506995510,"Vehicle Inspectorate, Weighbridges, Rudmore Road, Portsmouth, PO2",Vehicle & Operator Services Agency,CO,01/04/2000,8900
177510780011,"Unit 1 Explorer, Voyager Park, Portfield Road, Portsmouth, PO3 5FL",Velocetec Ltd,CW,24/07/2019,71000
177506217910,"32-34, Osborne Road, Southsea, Hants, PO5 3LT",Venture Housing Ltd,CS,01/01/2012,7400
177510591010,"49 - 51, Osborne Road, Southsea, PO5 3LS",Venture Housing Ltd,CS,19/09/2005,12500
177502214110,"Sca Recycling (Waster Paper), Dundas Lane, Portsmouth, PO3 5NR",Veolia Es (Uk) Limited,IF,23/12/2020,62500
177509111510,"Recycling Facility, Quartremaine Road, Portsmouth, PO3 5QT",Veolia Es Hampshire Ltd,IMX,01/04/2011,0
177510549410,"Incinerator, Quartremaine Road, Portsmouth, PO3 5QT",Veolia Es Hampshire Ltd,IMX,01/04/2011,1110000
177590125610,"Electricity Plant & Generating Premises, Port Way, Portsmouth, PO6 4TF",Veolia Es Hampshire Ltd,IMX,01/04/2005,26500
177508986910,"Onyx Total Waste Management, Dundas Spur, Portsmouth, PO3 5NY",Veolia Es Onyx Ltd,IF3,01/04/1997,138000
177502215110,"Volvo Truck Ltd, Dundas Lane, Portsmouth, PO3 5ND",Veolia Es Uk Ltd,IF3,18/09/2020,44750
177506226710,"78, Osborne Road, Southsea, Hants, PO5 3LU",Verrecchia Ltd,CR,24/10/2013,10500
177501626810,"First Floor, City Buildings, Commercial Road, Portsmouth, PO1 4BD",Versi & Co,CO,09/03/2019,18500
177511788010,"192a, Haslemere Road, Southsea, Hants, PO4 9AS",Vespasian Security Ltd,CO,01/05/2010,3150
177512029010,"Former Conveniences, Castle Field, Clarence Esplanade, Southsea, PO5 3ST",Vespasian Security Ltd,CS,11/10/2019,4300
177509876810,"S36, North Building, Gunwharf Quays, Portsmouth, PO1 3TT",Vf Northern Europe Services Ltd,CS,18/07/2014,124000
177511805610,"S22, North Promenade Building, Gunwharf Quays, Portsmouth, PO1 3TP",Vf Northern Europe Services Ltd,CS,20/10/2021,142000
177505375010,"76, Marmion Road, Southsea, Hants, PO5 2BB",Victoriana Uk Ltd,CS,01/02/2018,17500
177505375610,"83a, Marmion Road, Southsea, Hants, PO5 2AX",Victoriana Uk Ltd,CW3,01/02/2018,10000
177506044010,"Indoor Bowls Club, Northern Parade, Portsmouth, PO2 9PB",Victory Bowls Association Ltd,LX,01/04/1990,32000
177500475510,"Transit Shed Quay Office, Bath Square, Portsmouth, PO1 2JL",Victory Class Ltd,CW3,01/04/1990,10000
177508296610,"A8, Railway Triangle, Walton Road, Portsmouth, PO6 1TN",Victory Repro Ltd,CW,19/12/2013,35750
177504976110,"373, London Road, Portsmouth, PO2 9HJ",Vidge Enterprises Limited-In Liquidation,CS,20/03/2020,13750
177500055610,"10, Fairway Business Centre, Airport Service Road, Portsmouth, Hants, PO3 5NU",View Interiors Ltd,IF3,27/02/2017,22500
177510743210,"Unit 98, The Canalside, Gunwharf Quays, Portsmouth, PO1 3FA",Villeroy & Boch (Uk) Ltd,CS,31/10/2014,37500
177506324410,"92, Palmerston Road, Southsea, Hants, PO5 3PT",Vio And Sons Limited,CR1,01/07/2020,14000
17751224423T,"Suite S2, Building S, Lakeside, Western Road, Portsmouth, PO6 3AA",Virgin Media Ltd,CO,22/09/2017,42250
177590005310,"Franchise Licence Pdsl 048, Within The Portsmouth Vo Area, Portsmouth, PO6 3BZ",Virgin Media Ltd,MTX,21/02/1992,4410000
177501690120,"218, Copnor Road, Portsmouth, Hants, PO3 5DA",Virtual Lashes Ltd,CS,10/12/2020,4450
177508953210,"Unit 8, Cascades, Portsmouth, PO1 4RJ",Vision Express (Uk) Ltd,CS,21/01/2006,87000
177590124410,"D1, Railway Triangle, Walton Road, Portsmouth, PO6 1TW",Vision Logistical Solutions Ltd,IF3,12/12/2016,63500
177505817810,"151-153, New Road, Portsmouth, PO2 7QS",Vision Signs & Displays Ltd,CS,01/04/1990,11500
177590031110,"155, New Road, Portsmouth, PO2 7QS",Vision Signs & Displays Ltd,CW3,01/04/1991,1575
177503202110,"Advertisement Right Between, 227-229, Goldsmith Avenue, Portsmouth, PO4 0BS",Vista Poster Advertising Limited,CA,04/06/2018,5300
177511947710,"Building 2.3 (West), Trafalgar Wharf, Hamilton Road, Portsmouth, PO6 4PX",Vita Yachts Ltd,IF3,22/02/2021,7200
177504080210,"11b, Howard Road, Portsmouth, PO2 9PR",Vivid Housing Limited,LC3,09/08/1995,2600
177508537730,"2nd Floor, Peninsular House, Wharf Road, Portsmouth, PO2 8TA",Vivid Housing Limited,CO,01/04/2015,41750
177508537740,"3rd Flr, Peninsular House, Wharf Road, Portsmouth, PO2 8TA",Vivid Housing Limited,CO,01/04/2015,41750
177508537750,"4th Flr, Peninsular House, Wharf Road, Portsmouth, PO2 8TA",Vivid Housing Limited,CO,01/04/2015,41750
177509782910,"Resource Centre, Montgomerie Road, Southsea, Hants, PO5 1EB",Vivid Housing Limited,CO,21/07/2020,5400
177512110010,"Sales Office, Former Bus Depot, London Road, Portsmouth, PO2 9SX",Vivid Housing Limited,CX,02/03/2015,630
177512213110,"Unit 1 Aggie Weston House, 22, Edinburgh Road, Portsmouth, PO1 1DH",Vivid Housing Limited,CO,07/06/2021,13750
177512433410,"Car Parking Spaces, Visitors Peninsular House, Wharf Road, Portsmouth, Hants, PO2 8HB",Vivid Housing Limited,CP1,01/04/2015,2400
177512433420,"Car Parking Spaces, Vivid Peninsular House, Wharf Road, Portsmouth, PO2 8TA",Vivid Housing Limited,CP1,01/04/2015,2100
177512433510,"Car Parking Spaces Rhs , Peninsular House, Rudmore Square, Portsmouth, PO2 8TA ",Vivid Housing Limited,CP1,01/04/2015,4500
177512433520,"Car Parking Spaces Rhs , Middle Peninsular House , Rudmore Square, Portsmouth, PO2 8TA ",Vivid Housing Limited,CP1,01/04/2015,3900
177512433530,"Car Parking Spaces Lhs , Middle Peninsular House, Rudmore Square, Portsmouth, PO2 8TA ",Vivid Housing Limited,CP1,01/04/2015,1500
177512433540,"Car Parking Spaces Rear , Peninsular House, Rudmore Square, Portsmouth, PO2 8TA ",Vivid Housing Limited,CP1,01/04/2015,7200
177512433550,"Car Parking Spaces Lhs, Peninsular House, Rudmore Square, Portsmouth, PO2 8TA ",Vivid Housing Limited,CP1,01/04/2015,1800
177512433560,"Car Parking Space Front, Peninsular House, Rudmore Square, Portsmouth, PO2 8TA ",Vivid Housing Limited,CP1,01/04/2015,300
177512433570,"Car Parking Spaces D , Middle Row Peninsular House, Rudmore Square, Portsmouth, PO2 8TA ",Vivid Housing Limited,CP1,01/04/2015,2100
177512433580,"Car Parking Space C, Front Peninsular House, Rudmore Square, Portsmouth, PO2 8TA ",Vivid Housing Limited,CP1,01/04/2015,300
177512433590,"Car Parking Spaces C, Middle Row Peninsular House, Rudmore Square, Portsmouth, PO2 8TA ",Vivid Housing Limited,CP1,01/04/2015,2100
177512435311,"Car Parking Space D , Front Peninsular House, Rudmore Square, Portsmouth, PO2 8TA ",Vivid Housing Limited,CP1,01/04/2015,900
